"Name", "Rating", "Description"
"TruSens Z-2000 Air Purifier + Replacement Carbon Filter (Bundle)","4.5 out of 5 stars","This bundle includes a unit of TruSens Z-2000 air purifier and a box of replacement carbon filter
Contemporary air purifier combines DuPont filtration with a unique approach to delivering cleaner air
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
For customer support, please contact_us on: [7304419327] from Monday - Friday, 7.00 AM - 3.30 PM
REPLACEMENT FILTER: Carbon filter lasts up to 3-4 months; Change indicator light is displayed on purifier when filter needs to be replaced
AIR PURIFIER WARRANTY: 2 Years Local Manufacturer Warranty
"
"TruSens Z-1000 Air Purifier | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Small)","3.7 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, voc gases and microscopic particles with our 4 levels of purification
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room Proven to be 24% more efficient
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators
From quiet speed to Turbo cleaning mode, the Z-1000 has been carefully optimized to deliver cleaner air
TRUSENS: Simple is smart Simple is clear Simple makes sense Designing products that work better for you and fit into your lifestyle is important to us It’s what keeps us moving forward
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
"TruSens Z-3000 Air Purifier + Replacement HEPA Filter (Bundle)","5.0 out of 5 stars","This bundle includes a unit of TruSens Z-3000 air purifier and a box of replacement HEPA filter
Contemporary air purifier combines DuPont filtration with a unique approach to delivering cleaner air
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
For customer support, please contact_us on: [7304419327] from Monday - Friday, 7.00 AM - 3.30 PM
REPLACEMENT FILTER: HEPA filter lasts up to 12-15 months; Change indicator light is displayed on purifier when filter needs to be replaced
AIR PURIFIER WARRANTY: 2 Years Local Manufacturer Warranty
"
"OjOrey Areca Palm Air Purifier Natural Live Plant","none","Air Purifier, Low Maintenance and easy to grow plant
These are one of the most attractive, durable and tolerant houseplants.
Watering Schedule - Twice a week.
Plant height - 10 to 15 inch
Natural Live Plant with 5 Inch Pot.
"
"Vaayu Organic 200 Grams Organic Air Purifying Bag for Washrooms, Study Rooms Office Cubicles Teal Colour","none","FRESH HOME – Imagine the smell of fresh air inside your living room. Vaayu Organic air purifying bags will leave the sensation of a breeze in any room you want. All the smells are absorbed so you can enjoy those moments in your home to the fullest.
ACTIVATED CHARCOAL – The porous structure of activated charcoal effectively eliminates odors by absorbing moisture in the air, ridding your home of persistent smells including cigarette smoke or pet odours.
SUPPORTS NATURE – Our air purifying bags are 100% nature product and last up to 18 months. For disposal we recommend simply cutting the pouches and spreading the charcoal into the ground. We care about our planet, which is why our products are fragrance-free.
EXCLUSIVE DESIGN – We design our bags to blend in with most environments.Vaayu Organic air purifying bags carry a minimalistic theme with earthy colours, adding to a calm and harmonious atmosphere in your home.
BEST PRESENT FOR HOME Are you searching for a nature fresh Diwali Present for your family and friends? This air purifying bags prevents mold, mildew and bacteria from forming by absorbing excess moisture. Makes the air smell fresher by absorbing the bad odors, allergens and harmful pollutant. Keeping people and pets safe from harmful residues
"
"MegaDeal USB Auto Air Purifier for Car","none","With activated carbon treatment removes of formaldehyde within one hour more than 99%.Reduces odors from pets, cooking and smoking with this activated carbon
Easy to use powered by usb cable, connected with computer or the charger
Press the touch switch to change the fan speed and power on/off
Captures 99% of allergens, the car air purifier with (high efficiency particulate air filter)
Package : 1xCar Air Purifier
"
"STEPPING USB Auto Air Purifier for Car (Black)","none","Working voltage: DC 12V
Working Current: 130mA - 150mA
Water tank capacity: 50 ml
Captures 99% of allergens, the car air purifier with (high efficiency particulate air filter)
Three-stage filtering process that eliminates up to 99% of harmful gases, smoke, bacteria, odors, dust, pollen, pet hair, and other particles from the vehicle
"
"Generic Portable Remote Control Humdifier, Room Air Purifier (Multicolour)","none","Suitable For Bedroom Humidification and Office or In the Car and the Bedroom.
Can be placed on the desktop, can effectively reduce computer radiation and electrostatic dust.
Super silent humidification, sleep without worries.
Fine and humid without fear of air drying and moisturize the skin.
Small body, easy to carry.
"
"CXL TITON Hepa Air Purifier & UV With Unique 6 Stage Filtration + Remote Control","none","Clean Air Delivery Rate (Cadr) At 150 M³/Hr
Area Covered Max. Up To 300 Sq. Ft.
Digital Display With Control Buttons
Remote Controlled.Sleep Mode .Wind Speed Adjustment .Timer Mode.Best In Class 6-Stage Filtration System
Smart Uv & Anion Mode.Odor Sensor
"
"OnWheel AirPurifier DeHumidifier removes pollutant particles, Gases, Bacteria, Germs & Allergen from Living Room, Kids Room, Bedroom, Car","none","✅ Air Pollution is an increasing health concern for most Indians.
✅ Protects you and your children from contaminated air diseases and keeps them healthy
✅ Non-Toxic, Biodegradable Odor and pollutants Eliminator
✅ Proven effective by bacteriological laboratory testing.
✅ ABSORB UNWANTED ODORS FOR UP TO 45 DAYS in up to 300 SQUARE FEET AREA
"
"ReSPR50 Odor Eliminator","none","1.Its very easy to use and ready to install.User Friendly.
2.It protects the facility , patients and staff and the surroundings from bacteria , virus and mold.
3.Removes up to 99.999% of surfaces and air pathogens.
4. Prevents the unpleasant smell and VOCs.
"
"Coway Sleek Pro AP-1009 Air Purifier (Pre Filter, Patented Urethane Carbon Filter & Green Anti-flu True HEPA Filter) (Coway AP-1009)","4.7 out of 5 stars","Air Purifiers are 100% made in Korea Air Purifier Type- Sleek Air Purifier
Air Purifying Method: Green Anti-flu HEPA Technology. | Reddot Design Award Winner Coverage Area: 355 sq. ft / 33 sq. m. (Air Purifiers Most Suitable for Bed Rooms, Small Offices) | Clean Air Delivery Rate (CADR): 303 cubic m/hr (CADR is Volume of fresh, clean air given in an hour) | Super Silent Operation of Air Purifier
Unique Air Filtration Process- Pre Filter, Patented Urethane Carbon Filter (To Deodorize the air), Our Multi Layered Anti-Flu Green HEPA Filter effectively traps PM2.5 particles allowing only clean air to pass through Optimized Airflow: innovative flow path design allows for a slimmer air purifier design with more efficient and maximum airflow
One Touch Air Speed Adjustment: Four Speed Steps (1-3, Turbo) Real Time Air Quality Indicator: Clean, Low Pollution, Medium Pollution, High Pollution Longest Green Anti-flu HEPA Filter Life: 8500 hours Supply: 230 Volts, 50 Hz. | Power Consumption: 38 Watts. | Noise: 22-49 dB. | Dimensions (WHD): 335 x 686 x 204 mm | Gross Weight: 6.5 Kg
Warranty: 5 years on air purifier motor and 1 year on electrical parts
"
"TruSens Z-3000 Air Purifier | Remote SensorPod | 360 HEPA Filtration with Dupont Filter | UV Light Sterilization Kills Bacteria Germs Odor Allergens in Home | Dual Airflow for Full Coverage (Large)","3.6 out of 5 stars","TruSens of USA; TruSens Air Purifiers received distinction for high design quality in the Red Dot Award: Product Design 2019
Warranty: 2 Years Local Manufacturer Warranty (Refer to Product Details for more info)
SMARTER SENSING: Our remote SensorPod monitors the air quality and take action. Placed across the room, SensorPod communicates back to the TruSens purifier so it can automatically adjust its fan speed
CAPTURES AND DESTROYS POLLUTANTS: 360-degree DuPont filtration captures pollutants such as allergens, VOC gases and microscopic particles.
UltraViolet sterilization destroys germs and viruses that can build up on the filter, preventing re-circulation of live germs.
DUAL AIRFLOW: Pure direct proprietary technology splits clean air into two air streams, delivering purified air more comfortably and efficiently throughout the room. Proven to be 24% more efficient.
DETAILED LED DISPLAY: The illuminated, colour-coded display communicates good (blue), moderate (yellow) or poor (red) air quality and a numeric value provides a greater level of detail.
DESIGNED FOR YOU: Our air purifiers were designed with a simple touch controls for all the functions that matter most, including fan speeds, auto-timer, UV mode and filter replacement indicators.
TOTAL ROOM COVERAGE: Most purifiers only shoot air either vertically or straight out. TruSens PureDirect proprietary technology uses two separate airflow streams to maximise air circulation.
For customer support, please contact us at [ 7304419327 ] or [ india.info@acco.com ] from Monday - Friday, 7.00 AM - 3.30 PM
"
